polholder_age,polholder_BMCevol,polholder_diffdriver,polholder_gender,polholder_job,policy_age,policy_caruse,policy_nbcontract,prem_final,prem_freqperyear,prem_last,prem_market,prem_pure,vehicl_age,vehicl_agepurchase,vehicl_garage,vehicl_powerkw,vehicl_region,lapse
49,stable,all drivers > 24,Male,normal,4,private or freelance work,2,230.68,1 per year,230.69,280.84,232.85,12,8,parking deck,75 kW,Reg6,0
45,down,only partner,Male,normal,0,private or freelance work,1,357.22,4 per year,364.51,369.15,356.32,9,0,private garage,75 kW,Reg3,0
48,stable,only partner,Male,normal,9,private or freelance work,1,272.93,1 per year,272.94,287.9,267.85,10,1,private garage,25-50 kW,Reg4,0
72,stable,only partner,Male,normal,11,unknown,1,224.85,2 per year,222.79,254.25,224.85,13,2,private garage,100 kW,Reg5,0
28,down,only partner,Female,normal,2,private or freelance work,1,355.38,4 per year,362.64,309.85,332.41,11,10,street,25-50 kW,Reg4,0
73,stable,same,Male,normal,11,private or freelance work,1,215.77,1 per year,215.77,259.88,215.77,17,3,private garage,100 kW,Reg2,0
41,stable,same,Male,normal,6,unknown,1,438.89,12 per year,438.9,302.0,379.16,18,9,private garage,25-50 kW,Reg13,0
54,stable,only partner,Male,medical,0,private or freelance work,1,303.23,1 per year,303.24,463.64,297.57,16,8,other,125-300 kW,Reg14,0
51,down,only partner,Male,medical,4,private or freelance work,1,484.52,4 per year,494.41,300.21,401.15,7,3,unknown,25-50 kW,Reg8,0
48,stable,only partner,Male,normal,2,private or freelance work,1,171.79,1 per year,171.8,164.11,171.8,13,2,private garage,100 kW,Reg12,0
53,down,same,Male,normal,2,private or freelance work,1,367.94,12 per year,375.45,345.7,354.26,17,12,private garage,100 kW,Reg5,0
36,down,same,Female,medical,0,private or freelance work,2,629.52,4 per year,731.26,649.89,611.21,17,16,carport,25-50 kW,Reg8,0
43,stable,only partner,Male,normal,0,private or freelance work,2,135.84,1 per year,135.85,192.62,146.18,9,0,parking deck,125-300 kW,Reg7,0
38,down,only partner,Male,normal,0,private or freelance work,1,231.11,2 per year,235.83,269.85,196.85,13,5,carport,75 kW,Reg1,1
34,stable,all drivers > 24,Male,medical,0,private or freelance work,1,161.01,1 per year,161.03,210.35,161.03,11,3,carport,100 kW,Reg10,0
39,up,young drivers,Female,medical,0,private or freelance work,1,652.91,4 per year,425.81,1203.29,665.34,10,3,street,75 kW,Reg13,0
39,stable,young drivers,Male,normal,0,private or freelance work,2,339.75,1 per year,339.76,261.95,323.82,10,5,private garage,100 kW,Reg7,0
42,stable,same,Male,normal,1,private or freelance work,1,251.15,1 per year,251.16,161.25,233.41,18,1,other,125-300 kW,Reg7,0
36,down,only partner,Male,medical,2,private or freelance work,1,718.82,12 per year,750.07,621.93,649.18,15,13,street,75 kW,Reg9,0
37,down,same,Female,normal,0,private or freelance work,2,542.9,12 per year,630.64,618.49,471.06,10,9,other,75 kW,Reg7,0
45,stable,only partner,Male,normal,1,private or freelance work,1,291.83,1 per year,291.83,383.58,291.83,15,7,private garage,75 kW,Reg3,0
56,stable,only partner,Female,medical,2,private or freelance work,1,177.12,1 per year,177.12,183.92,177.12,6,0,private garage,100 kW,Reg7,0
47,stable,same,Male,medical,6,private or freelance work,1,260.74,1 per year,260.75,245.54,260.75,12,12,other,75 kW,Reg5,0
26,down,same,Female,medical,0,private or freelance work,1,261.02,1 per year,266.35,279.05,229.01,10,8,private garage,75 kW,Reg7,0
32,stable,same,Female,normal,0,private or freelance work,1,267.3,1 per year,267.31,378.82,248.34,18,12,private garage,100 kW,Reg8,0
40,stable,same,Female,medical,2,private or freelance work,1,162.39,1 per year,162.4,246.99,162.4,18,11,parking deck,25-50 kW,Reg7,1
28,stable,same,Female,normal,0,private or freelance work,1,246.68,1 per year,246.69,342.79,246.69,15,10,street,75 kW,Reg10,0
41,stable,same,Female,normal,0,private or freelance work,1,161.79,12 per year,161.8,205.73,148.89,18,10,private garage,100 kW,Reg13,0
41,stable,same,Male,normal,5,unknown,1,261.84,12 per year,261.85,210.28,252.61,18,13,unknown,75 kW,Reg3,0
51,down,same,Male,medical,6,private or freelance work,1,314.97,1 per year,321.4,306.08,289.25,12,11,private garage,75 kW,Reg5,0
56,up,young drivers,Male,normal,0,private or freelance work,1,218.12,1 per year,152.69,285.24,218.14,18,0,private garage,75 kW,Reg5,0
50,stable,only partner,Male,normal,1,private or freelance work,2,224.71,1 per year,224.72,251.88,224.72,16,4,private garage,75 kW,Reg8,0
34,down,same,Male,medical,0,private or freelance work,1,302.8,4 per year,308.97,364.99,264.84,15,12,private garage,25-50 kW,Reg4,0
55,stable,same,Male,normal,0,private or freelance work,1,242.13,1 per year,242.14,339.26,237.67,18,12,private garage,75 kW,Reg8,1
44,stable,same,Male,normal,0,private or freelance work,1,255.48,1 per year,255.49,365.29,246.06,12,9,underground garage,125-300 kW,Reg11,0
60,stable,same,Male,normal,0,private or freelance work,1,117.5,1 per year,117.51,178.19,121.89,16,6,private garage,75 kW,Reg7,0
30,stable,same,Male,medical,0,private or freelance work,1,320.66,4 per year,320.68,373.18,320.68,16,12,other,75 kW,Reg8,0
30,stable,same,Female,medical,0,private or freelance work,1,286.11,4 per year,286.12,357.19,275.5,18,15,other,100 kW,Reg7,0
43,down,same,Male,normal,6,private or freelance work,1,199.66,1 per year,203.74,205.93,174.64,17,10,underground garage,75 kW,Reg5,0
38,down,same,Female,normal,0,private or freelance work,1,212.33,2 per year,216.66,265.46,198.62,11,8,private garage,100 kW,Reg3,1
61,stable,young drivers,Female,medical,0,private or freelance work,1,160.93,1 per year,160.94,226.51,169.94,17,12,street,25-50 kW,Reg10,0
37,down,same,Male,normal,2,private or freelance work,1,445.13,2 per year,454.21,455.8,416.36,10,8,street,100 kW,Reg8,1
54,stable,same,Female,normal,7,unknown,1,303.6,12 per year,303.61,240.67,303.61,16,9,street,75 kW,Reg5,0
28,down,same,Female,normal,1,private or freelance work,2,225.29,2 per year,229.89,225.89,206.89,11,4,other,25-50 kW,Reg7,0
39,down,young drivers,Female,medical,0,private or freelance work,1,509.75,1 per year,592.14,604.36,463.41,11,10,street,25-50 kW,Reg11,0
34,down,only partner,Male,normal,0,private or freelance work,2,590.51,1 per year,685.95,695.48,595.37,16,13,private garage,150 kW,Reg5,0
31,down,same,Male,medical,3,private or freelance work,1,888.2,4 per year,906.32,467.24,870.55,9,6,street,150 kW,Reg7,0
33,down,same,Male,normal,2,private or freelance work,1,632.42,1 per year,659.91,535.38,549.93,9,7,parking deck,75 kW,Reg2,1
37,down,same,Male,normal,0,private or freelance work,1,180.06,1 per year,183.74,233.59,165.36,13,4,private garage,75 kW,Reg13,1
24,up,same,Male,normal,0,private or freelance work,1,1053.17,12 per year,835.27,1041.6,975.96,15,14,private garage,100 kW,Reg3,0
37,stable,only partner,Male,normal,0,private or freelance work,1,289.36,4 per year,289.38,311.31,276.08,18,16,private garage,75 kW,Reg7,0
45,stable,same,Male,medical,1,private or freelance work,2,149.81,1 per year,149.83,158.32,144.41,18,18,private garage,150 kW,Reg7,0
32,down,only partner,Female,normal,7,private or freelance work,1,457.19,12 per year,466.53,349.06,400.41,11,10,private garage,100 kW,Reg11,0
72,stable,same,Male,normal,0,private or freelance work,1,219.71,12 per year,219.72,285.8,215.61,18,16,private garage,75 kW,Reg4,0
35,down,same,Female,normal,0,private or freelance work,1,229.53,4 per year,234.21,275.1,224.86,17,14,other,25-50 kW,Reg7,0
41,down,only partner,Male,normal,1,private or freelance work,2,410.55,4 per year,418.93,399.4,391.27,5,0,parking deck,75 kW,Reg4,0
70,stable,same,Male,medical,11,unknown,1,125.97,1 per year,124.93,84.12,125.97,18,18,private garage,100 kW,Reg9,0
42,down,same,Male,normal,0,private or freelance work,1,513.37,4 per year,535.69,539.25,446.41,10,8,parking deck,75 kW,Reg14,0
50,down,same,Male,normal,8,unknown,1,664.51,12 per year,678.08,394.46,561.41,13,7,unknown,100 kW,Reg12,0
44,stable,only partner,Male,normal,2,private or freelance work,1,297.18,1 per year,297.18,287.25,297.18,12,7,private garage,75 kW,Reg4,0
60,stable,same,Male,medical,6,private or freelance work,1,290.29,2 per year,290.3,290.71,269.39,10,3,private garage,125-300 kW,Reg8,0
74,stable,same,Male,normal,1,private or freelance work,1,180.24,1 per year,180.25,211.75,165.65,16,5,private garage,100 kW,Reg3,0
37,down,only partner,Male,normal,6,private or freelance work,1,646.33,12 per year,659.52,483.24,615.55,14,10,unknown,75 kW,Reg8,0
28,down,same,Female,normal,0,private or freelance work,1,338.44,4 per year,345.35,400.42,296.01,16,9,street,100 kW,Reg11,0
45,stable,same,Male,normal,1,private or freelance work,1,385.09,4 per year,385.1,434.07,392.48,13,11,street,75 kW,Reg5,0
49,up,only partner,Female,normal,0,private or freelance work,1,460.6,4 per year,329.0,400.39,478.12,10,7,other,125-300 kW,Reg3,0
39,down,only partner,Male,medical,4,private or freelance work,1,280.24,4 per year,285.96,262.95,257.36,12,10,street,75 kW,Reg1,1
77,down,same,Male,normal,8,unknown,1,307.38,1 per year,313.65,261.04,268.84,15,7,private garage,100 kW,Reg8,1
36,stable,same,Male,medical,0,private or freelance work,1,264.15,1 per year,264.16,317.02,242.59,8,2,underground garage,125-300 kW,Reg8,0
39,up,only partner,Male,normal,0,private or freelance work,1,742.58,2 per year,460.91,921.21,742.59,13,12,other,75 kW,Reg10,0
40,up,only partner,Male,medical,0,private or freelance work,1,263.4,1 per year,193.16,400.95,263.4,11,4,other,25-50 kW,Reg13,0
36,stable,only partner,Female,medical,1,private or freelance work,1,230.34,4 per year,230.35,229.11,228.27,8,0,other,25-50 kW,Reg8,0
32,down,same,Male,normal,2,private or freelance work,1,357.44,2 per year,364.74,345.79,328.26,14,8,private garage,75 kW,Reg4,0
42,stable,only partner,Male,normal,1,private or freelance work,1,406.88,1 per year,387.98,455.95,406.88,11,5,street,100 kW,Reg4,0
55,stable,same,Male,normal,2,private or freelance work,2,415.84,4 per year,415.85,319.34,431.95,17,14,street,25-50 kW,Reg4,0
57,stable,same,Male,normal,1,private or freelance work,1,201.96,1 per year,201.98,226.64,209.72,14,7,other,100 kW,Reg10,0
32,stable,only partner,Male,normal,1,private or freelance work,1,263.09,1 per year,263.09,325.66,263.09,9,3,parking deck,100 kW,Reg6,0
35,stable,only partner,Male,medical,0,private or freelance work,1,324.24,4 per year,324.25,367.24,324.25,11,10,street,100 kW,Reg4,0
34,down,only partner,Male,medical,0,private or freelance work,1,375.12,1 per year,382.78,421.73,318.99,12,8,carport,100 kW,Reg7,1
58,stable,same,Male,normal,3,private or freelance work,1,541.97,4 per year,541.99,400.83,526.93,18,13,unknown,75 kW,Reg4,0
36,stable,same,Female,medical,0,private or freelance work,1,158.99,2 per year,159.0,195.21,161.96,8,6,private garage,25-50 kW,Reg8,0
30,down,same,Male,medical,0,private or freelance work,1,171.45,1 per year,174.95,207.16,155.51,18,11,carport,25-50 kW,Reg1,0
57,stable,all drivers > 24,Male,normal,0,private or freelance work,1,166.4,2 per year,166.41,212.6,160.32,18,15,parking deck,75 kW,Reg3,0
25,down,same,Male,normal,0,private or freelance work,1,423.97,1 per year,432.63,365.59,370.83,6,3,parking deck,100 kW,Reg14,0
25,down,same,Female,normal,0,private or freelance work,1,693.14,1 per year,805.16,750.19,630.13,10,10,street,125-300 kW,Reg3,0
31,stable,same,Male,normal,1,private or freelance work,1,440.19,4 per year,440.2,385.02,457.37,9,7,street,75 kW,Reg9,0
46,stable,same,Male,normal,0,private or freelance work,1,163.86,1 per year,163.88,243.21,163.88,18,14,private garage,75 kW,Reg7,0
29,down,only partner,Female,medical,1,private or freelance work,1,420.44,2 per year,429.03,518.38,428.94,8,6,underground garage,125-300 kW,Reg8,1
31,down,all drivers > 24,Male,normal,0,private or freelance work,1,526.31,1 per year,611.38,676.35,496.76,17,16,private garage,25-50 kW,Reg12,0
29,down,same,Female,medical,0,private or freelance work,1,429.52,4 per year,448.2,447.11,373.49,8,7,street,25-50 kW,Reg8,0
24,down,same,Male,normal,1,private or freelance work,1,419.77,1 per year,428.34,399.04,400.15,13,8,private garage,75 kW,Reg7,0
41,stable,all drivers > 24,Male,normal,4,private or freelance work,1,265.51,2 per year,265.52,212.91,265.52,18,14,parking deck,75 kW,Reg1,0
64,stable,only partner,Male,medical,7,unknown,1,316.51,1 per year,316.53,298.55,299.58,10,3,street,100 kW,Reg11,0
36,stable,young drivers,Female,medical,0,private or freelance work,1,818.71,12 per year,818.72,1163.35,738.16,11,11,other,25-50 kW,Reg13,0
37,down,only partner,Female,normal,2,private or freelance work,1,490.37,12 per year,686.99,477.62,426.41,18,17,parking deck,25-50 kW,Reg9,0
37,stable,only partner,Male,normal,2,private or freelance work,1,223.38,4 per year,223.39,229.07,217.33,15,3,private garage,75 kW,Reg14,0
32,stable,only partner,Male,normal,1,private or freelance work,2,305.41,2 per year,305.42,306.7,299.7,10,6,private garage,75 kW,Reg7,0
36,stable,same,Male,normal,1,private or freelance work,3,230.71,4 per year,230.73,235.44,237.15,13,7,street,100 kW,Reg7,0
38,stable,only partner,Male,normal,0,private or freelance work,4,235.81,1 per year,235.83,255.23,224.97,10,6,parking deck,100 kW,Reg8,0
59,stable,only partner,Male,normal,0,private or freelance work,1,242.13,1 per year,242.14,351.59,263.35,11,4,private garage,75 kW,Reg4,0
29,down,same,Female,normal,0,private or freelance work,1,472.11,4 per year,548.41,510.28,409.82,12,12,private garage,75 kW,Reg4,0
43,stable,same,Female,medical,9,private or freelance work,1,171.06,1 per year,171.08,244.46,172.67,12,3,street,75 kW,Reg5,0
22,down,same,Male,normal,0,private or freelance work,1,615.18,2 per year,627.74,669.99,538.06,13,12,private garage,100 kW,Reg14,1
56,stable,only partner,Male,medical,3,private or freelance work,2,191.6,1 per year,191.6,187.89,191.6,10,0,unknown,75 kW,Reg4,0
38,stable,all drivers > 24,Male,medical,1,private or freelance work,1,192.69,1 per year,192.7,265.11,201.85,15,3,parking deck,75 kW,Reg9,0
41,stable,only partner,Male,normal,3,private or freelance work,1,447.98,4 per year,447.99,369.4,447.99,15,7,unknown,75 kW,Reg7,0
41,stable,only partner,Female,normal,9,unknown,1,317.38,1 per year,317.39,257.6,314.58,9,0,private garage,75 kW,Reg4,0
57,down,only partner,Female,medical,3,private or freelance work,2,399.85,12 per year,408.01,261.95,352.65,15,8,unknown,75 kW,Reg13,0
44,down,young drivers,Female,normal,0,private or freelance work,1,215.55,2 per year,219.95,234.66,195.51,8,3,private garage,25-50 kW,Reg4,0
35,stable,same,Male,normal,7,unknown,1,398.79,1 per year,398.8,283.51,406.11,14,7,street,100 kW,Reg4,0
27,stable,same,Female,normal,0,private or freelance work,2,788.4,4 per year,788.41,879.06,788.41,3,3,street,100 kW,Reg5,0
44,down,same,Male,normal,2,private or freelance work,1,361.28,4 per year,368.65,344.83,327.69,18,11,street,100 kW,Reg7,0
69,stable,same,Male,normal,12,unknown,1,286.19,4 per year,286.2,228.71,288.9,18,9,private garage,100 kW,Reg7,0
46,stable,same,Male,medical,4,private or freelance work,2,226.05,1 per year,226.06,212.45,226.06,4,4,parking deck,25-50 kW,Reg4,0
37,down,only partner,Male,normal,7,private or freelance work,2,365.76,12 per year,373.22,308.38,352.21,18,18,private garage,75 kW,Reg3,0
48,stable,same,Male,medical,1,private or freelance work,2,412.06,1 per year,396.54,401.21,412.06,8,7,private garage,100 kW,Reg7,1
36,stable,same,Male,normal,1,private or freelance work,1,275.78,1 per year,275.79,327.1,275.79,13,0,underground garage,75 kW,Reg5,0
35,stable,same,Male,medical,2,private or freelance work,2,162.75,1 per year,162.76,230.89,162.76,18,10,private garage,100 kW,Reg8,0
44,down,only partner,Male,medical,4,private or freelance work,2,130.72,1 per year,133.39,170.2,110.24,17,1,private garage,125-300 kW,Reg13,0
27,down,same,Female,normal,1,private or freelance work,1,362.77,1 per year,370.18,342.64,336.14,14,11,private garage,25-50 kW,Reg10,0
28,down,same,Female,normal,4,private or freelance work,1,510.38,12 per year,520.8,330.46,486.45,6,0,unknown,25-50 kW,Reg8,0
59,stable,same,Female,medical,9,unknown,1,275.89,2 per year,275.9,214.61,268.47,16,4,street,75 kW,Reg8,0
48,stable,only partner,Male,normal,5,unknown,4,149.05,4 per year,149.06,161.61,143.96,11,0,unknown,75 kW,Reg11,0
45,stable,only partner,Female,normal,0,private or freelance work,1,137.07,4 per year,137.09,201.98,137.09,17,7,private garage,75 kW,Reg14,0
24,down,same,Female,normal,2,private or freelance work,2,517.48,1 per year,528.04,492.55,492.84,4,2,other,25-50 kW,Reg4,0
42,stable,only partner,Male,normal,2,private or freelance work,1,333.46,4 per year,333.46,344.17,333.46,12,5,parking deck,75 kW,Reg14,0
36,stable,only partner,Female,medical,9,private or freelance work,1,286.15,1 per year,278.17,305.96,286.15,9,7,underground garage,125-300 kW,Reg12,0
39,down,only partner,Female,medical,0,private or freelance work,1,359.06,4 per year,366.39,276.26,299.81,18,18,private garage,175 kW,Reg3,0
25,down,same,Female,normal,1,private or freelance work,1,527.25,4 per year,550.18,584.39,458.47,15,11,private garage,75 kW,Reg10,1
73,stable,same,Female,medical,2,private or freelance work,1,322.43,12 per year,322.44,284.86,337.81,15,9,underground garage,100 kW,Reg3,0
58,down,only partner,Male,normal,2,private or freelance work,1,765.71,12 per year,781.34,471.64,729.24,16,13,other,25-50 kW,Reg3,0
27,down,same,Male,normal,0,private or freelance work,1,968.75,4 per year,1009.11,710.76,789.74,6,6,private garage,100 kW,Reg4,0
32,down,only partner,Female,normal,1,private or freelance work,1,604.67,2 per year,617.01,565.74,528.94,12,11,private garage,100 kW,Reg7,0
41,down,same,Male,normal,1,private or freelance work,1,363.74,12 per year,371.16,323.15,329.93,14,13,street,75 kW,Reg5,0
25,down,same,Male,medical,1,private or freelance work,1,756.13,1 per year,771.56,462.15,606.99,15,14,private garage,75 kW,Reg4,0
23,stable,same,Male,medical,0,private or freelance work,1,343.14,1 per year,343.15,375.15,356.4,11,10,street,25-50 kW,Reg7,0
46,down,only partner,Male,normal,0,private or freelance work,2,154.22,2 per year,157.36,165.75,134.89,9,0,carport,25-50 kW,Reg14,0
27,down,same,Male,normal,0,private or freelance work,1,546.45,4 per year,634.76,760.77,520.7,15,13,private garage,75 kW,Reg4,0
33,stable,only partner,Male,normal,0,private or freelance work,1,168.59,1 per year,168.6,273.3,183.2,11,4,private garage,125-300 kW,Reg5,0
